,ReviewBody,ReviewStar,sentiment
4527,"i used only three months after one of the earphone is not working.
",1,0
2864,"Pains in ear after sometime. Blocks the ear badly. Creates vaccum which irritates eardrum
",1,0
4594,"Microphone is really bad... speakers are good but of no use if u cant use that for calls.
",1,0
4596,"I buy this one but is not working properly but bass is good but life warranty is very low
",1,0
4597,"Stupid product missing songs/voice its been 11 days n this is the response of the product
",1,0
4598,"waste complete waste
",1,0
4683,"I purchased this earphone 5 months ago and within 5 months; one speaker is not working.
",1,0
4682,"Product isn’t that satisfying as it is mentioned in the details. Returning the product.
",1,0
4670,"Bluetooth audio not even stable when phone is in pocket
",1,0
4669,"Pathetic product; stopped working in 1 month.hopeless audio clarity
",1,0
2824,"Not getting charge ; used only one time ; worst
",1,0
2825,"Purchasing During festival season ; The quality is delivered not up to the mark .sound quality is below average ... I am shocked to use it .
",1,0
4665,"It had not even 4 months purchased product right side headphones is not working
",1,0
4663,"Noise cancellation major issue.Even Mi earphone is much better than this.
",1,0
4689,"Within two months Mice is not working and battery life horrible and not even 40 minutes
",1,0
4660,"If you want a good headphone for one month...just go for it. 😒
",1,0
4659,"If you want a good headphone for one month...just go for it. 😒
",1,0
4637,"I want to exchange...Product is within warranty period..Nd not able to perform very well
",1,0
4633,"Effect is normal quality  otherwise good
",1,0
2836,"bad sound quality sound quality local .please return my amount 1499/-
",1,0
4630,"It stopped working after 2 month's.Very much disappointed for getting a fake one from Amazon
",1,0
4627,"While making calls;  there was some robotic voices issue
",1,0
2839,"The right side stopped working. Also there were connectivity issues after long time usage.
",1,0
4623,"Bass is good. loveable for music lovers.But; after using for 5 months it stopped working.
",1,0
2829,"Do not buy it. Did not last for 2 months. Bluetooth isn't connecting. It's only 1 and half month since I purchased it. And it's not working.
",1,0
4880,"Very bad product ; suddenly stopped working within 2 weeks . Don't buy boat product
",1,0
4014,"Worst quality;  worst packing everything is worst with this product.. Actually it's not working
",1,0
4012,"Not charging properly just after a couple months of use
",1,0
3428,"The sound quality is good.However; build quality is very poor. Left side is ear bud broke within 2 weeks in normal use.
",1,0
3425,"worst Bluetooth Earphone I don't know seller gave me to duplicate or boAt Earphone is like this only.....don't buy this
",1,0
3119,"I got only cable; bluethoot earphones  is missing. Any how I want my product back and charge 100 rps extra for one day delivery.
",1,0
3120,"This product is very bed why this bettry backups only 10 min. When if you full charge and if not full charge backup only 2-8 min
",1,0
3121,"I just bought it and everything was good but suddenly issue with Bluetooth came and I returned it but the sound and all was good
",1,0
3422,"instrument rtd. to supplier due to not work properly...!
",1,0
3420,"Not working after 4 days. Please help.
",1,0
3124,"It's been 2 months and also got replaced still bluetooth connectivity is not upto mark and also facing problem till now
",1,0
3414,"Volume depleted over the period. Also; left one stopped working within 6 months. Definitely not worth the money
",1,0
3406,"Worst battery in Bluetooth headphones ever only lasts for 3-4 hours max
",1,0
3393,"It is not working from both ears?
",1,0
3390,"Both the sides were working fine for 4 months. Then just one side for 2 more months. Then it died.Not worth price!
",1,0
3386,"I have purchased this product in janury and at present its working  and there is warrenty of 1 year so i need to replace
",1,0
3383,"My product is not working.. it's been two months of purchase and I have been facing charging issues. Please replace it..
",1,0
3377,"What you have sent to me;its not working even I have charged more than 5h. Worst experience from amazon
",1,0
3135,"Very bed product and Voice is not clear I want my money back asap speaker quality is very Cheap and there is no otion for refund
",1,0
3356,"My earphone is not working properly and Amazon's replacement policy is very difficult.. so please check before u purchase
",1,0
3435,"Most uncomfortable pice of earphones....Not for jogging.....Earbuds comes out of ears within minutes....
",1,0
3438,"I bought this product on November 18 and it stopped working on 5th March 19. It hardly functioned for 3months.
",1,0
3446,"These headphones are not meant for workout; they will last just 4-5 workout sessions.
",1,0
3455,"Stopped working within a month. Very poor quality. Customer care services so very poor .not able to get warranty also.
",1,0
3534,"Sound disturbence; no bass at all totally it is 👎 it is not good i want my refund please give refund of totally bad
",1,0
3526,"It's a waste product there is no battery standard; I recommend to use boult space headphones.
",1,0
3523,"While the time of speaking calls its hearing some unwanted noise like shaking noise
",1,0
3516,"Within 1-month of purchase; battery got drained. Not expeced this from brand like boAt. Waste of Money
",1,0
3510,"Not stable in earSound quality is average but cant use out side.Work only for one month then not functional
",1,0
3091,"I had brought this headphone from amazon and this product is working good for 2 Weeks;after two weeks its one side is not working.
",1,0
3508,"one side stop working after 5 months
",1,0
3501,"They are not accepting the complaint.my headphones get malfunctionend after only a month .this is very disappointing.
",1,0
3355,"There is a sound that seems like sparkling wire when we play it at high volume! The dual Bluetooth connection isn't good.
",1,0
3494,"One side left side speaker not working yar pathetic I trust on Amazon but very poor experience yar I want replacement
",1,0
3481,"not working properly after 15 days audio music does not working when I connect from my phone
",1,0
3479,"i used 1hour full pain for ear.. dont purchase this itam.. very bad..
",1,0
3471,"This product working just only one week after not connecting but sound quality is best but connection is poor
",1,0
3469,"Not buy this product. It stop working with in two week. Boat service centre not replace or repair my product.
",1,0
3466,"Purchase few months back but one earpod  is not working now.. disappointed
",1,0
3106,"where ?
",1,0
3460,"Dont buy i am very disappointedOne ear plugs stop working automatically
",1,0
3459,"Dont buy i am very disappointedOne ear plugs stop working automatically
",1,0
3484,"Tested it for one month. One of the ear piece stopped working. Quality is not upto the mark.
",1,0
3084,"Don't Buy this ...I bought it in March 2019 & it has stopped working in just 1 month...Any way to replace this ???
",1,0
3353,"Sound quality is good but not worth for money bacause it get diffected after 3 month..I suggest u to by wired earphone 👉
",1,0
3349,"I have noticed a lot of noise while talking call. The other person is not abale to understand my orders.
",1,0
3278,"Only one side of earphones is working!!!!
",1,0
3277,"Battery issue the red light doesn't disappear once fully charged.. According to manual it should turn off.
",1,0
3272,"Stopped working after one month.
",1,0
3265,"Sound quality is poor. Cancelation sound
",1,0
3254,"Worst plz don't buy and fall for it's fake ratings; battery life terrible can't even used for 30days; waste of money totally
",1,0
3172,"I bought it 3 days back; the right side has stopped working; I'm unhappy with your brand and ur quality worst
",1,0
3253,"It is a substandard product. Stopped working in less than a month. Would have rated it zero if such an option was available.
",1,0
3242,"Bluetooth connectivity with Cellphone stopping/starting itself and sometime it's so irritating due to this.
",1,0
3239,"Only 3 months
",1,0
3238,"January me liya tha may me ek earbud kaam krna band kr dia ! Sound qaulity good but the wire they provided is poor !
",1,0
3224,"Please don't buy this product; not worthy
",1,0
3220,"Not a good product
",1,0
3219,"Not a good product
",1,0
3213,"Don't purchase itIt is average only for  musicCalling sound is very very very very bed.Total waste of money
",1,0
3209,"Battery backup was very poor. I suggest not to buy this.
",1,0
3207,"The product stopped working in a day; sent the product for replacement; got a new one and that too is faulty
",1,0
3206,"boAt Rockerz 255 Sports Bluetooth Wireless Earphone with Immersive Stereo Sound and Hands Freevery bad
",1,0
3281,"The earphones stop working after 2-3 months.... Rather than these buy another Bluetooth earphones sound quality is average!
",1,0
3164,"Stopped working exactly after 3 weeks. Don't know how to claim Warrienty.. Feeling cheated...
",1,0
3286,"Worst product it was mentioned that it is sweat proof but after workout it stopped working complete waste of money
",1,0
3292,"Not satisfied with the product as the battery gets drained too fast within one month of purchase.
",1,0
3345,"Waste product suddenly it stopped working and the service centre is time wasters
",1,0
3335,"One side broken
",1,0
3319,"Not good
",1,0
3145,"In this the battery is not working correctly;within 30mins it shows full charge;it didn't work correctly
",1,0
3313,"Made a mistake buying this product; with in 1 month the battery was dead..Not even lasting 5 mins...Please don't buy it...
",1,0
3147,"Useless in six moths and manufacturer not responding
",1,0
3312,"The product did not even last for a month. It has stopped working completely and the customer care is not even responding.
",1,0
3149,"Pathetic... Seriously and no replacement option...
",1,0
3350,"Bass gudNd power button working only when it is connected to charge...feeling bad abt this thing..
",1,0
3150,"Worst headphones brought from Amazon totally disappointed by the product.Charging of headphones is too worst
",1,0
3311,"I like this product but i want to replace it because it is not working properly now its been just 20 days for purchased it
",1,0
3153,"This headphones are pathetic; left side headphone lost it sound after one month .. don't buy it .. better go for higher brand .
",1,0
3310,"It sounds very very low. After full volume too difficult to hear. What is the process for replacement or repair or return.
",1,0
3155,"No warranty process done ; both sides of earphone not working ; just for 2 months of usage . 250rs earphones selling for 1499/-
",1,0
3308,"Right side not working...... What can i do? this earphone is under warranty... No service centre what to do? please tell I
",1,0
3302,"The piece i received had connection issue even at 3 to 4 ft from the mobile phone.Very disappointed
",1,0
3300,"DONT BUT ITS A WASTE OF MONEY TO YOU#:#-# AFTER 30DAYS ITS NOT WORKINGLOSS OF PAY😠😠😠😠😠😠
",1,0
3296,"kindly refund the amountbas this is totlly wast products. noise cansilation is very poor.
",1,0
3151,"I brought the earphone 3 months ago. Now one side (left side) is not working. Never expected that this will get damaged so fast
",1,0
2977,"Battery is good but range limit is bad and after some time you ear some sort of disturbance while playing anything ..
",1,0
3083,"I had purchased this product but sound quality is very poor and noise cancellation is not working properly worst product
",1,0
3535,"We want to replace the product as the product is not working properly and we are facing lot of issues in connecting.
",1,0
3878,"Bluetooth gets disconnected while playing. Started after 2 weeks of usage. It's annoying... Disappointed..
",1,0
3859,"Quality less.... after 3 months it won't work
",1,0
3854,"Headphones got heated up while charging and the battery runs out in 30 min
",1,0
3838,"Sound quality is better ; but when call is on the way sound will be rupter... Not clear eritating sound ...
",1,0
3837,"not ok
",1,0
3817,"one side of my earphone is not working as it has 1 year warranty I want to replace it how can it replace it?
",1,0
3814,"Wire too lengthy and real prob can't adjust an equilizer in music and sometimes distortion sound during call
",1,0
3012,"All was good until a day back my right side earphone became low on sound...all these reviews ..don't believe them this item isn't worth buying
",1,0
3809,"I did not expect the sound quality to be so poor. And i don't get the reason why the music stops in between?
",1,0
3808,"Within one month left side bud stopped working. I hardly used for 3/4 time.I want this to be replaced.
",1,0
3802,"Not up to satisfaction level....dont buy this chinees assembled product.....go ahead with JBL & Sony
",1,0
3016,"Item quality very poor. Wires plastic issue; ear piece sound very bad. Too much bass. Poor battery backup and connection issue.
",1,0
3786,"During unpacking When i see d box it was in very bad condition . Sound Quality is not good .
",1,0
3780,"Full charge barely lasts few hours. I am using other brands that perform much better
",1,0
3779,"Full charge barely lasts few hours. I am using other brands that perform much better
",1,0
3774,"Just 1 month old and it's gone.. Nt working power failure.. Wat type of product man
",1,0
3021,"Product is not good...it's keep disconnecting while on call and as well  as not even clear voice.....Worst product.....
",1,0
3881,"Sound quality didnt lasted for one week ..with each day passing sound is going down ... hope you take any action
",1,0
3882,"Boat Rockerz Product Is Very NiceSound Quality Is Very Good But My Write Eair Plug Not Us
",1,0
3887,"Noice cancellation issue; so problematic
",1,0
3888,"Defective product received...The product only switches on if its is in charging...ordered return
",1,0
3997,"Waste of money...go for samsung level u instead...i bought it and with in 1 month it was not working...
",1,0
3994,"Dont buy. 3rd class product. Right side has not working in just 30 days. Boat service is also too late.
",1,0
3983,"Charging problem
",1,0
3976,"Left side is not working..... It also often disconnects from phone.... sound quality is very average.
",1,0
3971,"50 Rs headphones are better that this faulty headphones. Bass is too low and the sound quality is worst.
",1,0
3970,"It doesn't work properly with PuBg game don't buy it. I returned twice.
",1,0
3955,"Bad product! Bluetooth connectivity is poor. I wish I could return the product in time. Now it's useless
",1,0
3952,"within 15 days of uses the central button has stopped working for playing or pausing songs.not reliable.
",1,0
3022,"Worst Experience
",1,0
3951,"Product not functioning properly.. its a defective one.. gets disconnected after 5-10 mins automatically
",1,0
3947,"Waste product!! The charging pin stopped working after couple of months even after careful usage.
",1,0
3938,"The battery of the product stays long however  there is a high discomfort while listening music.
",1,0
3937,"Battery life is very bad after 2 days it's not working. Not satisfied don't buy it this product.
",1,0
2992,"Worked fine for Just a week.Battery died permanently.been with service centre now for over 10 days
",1,0
3932,"After using 3 months;  audio is not working for phone calls but listining music is working fine.
",1,0
3927,"The earphone battery exploded while it I was wearing thank God I escaped
",1,0
3905,"Very bad battery life i use 1 monthy only battery dead i change 2 hrs its standed only 5 mnts....
",1,0
3899,"Damage produced recived
",1,0
3949,"Sound quality not nice
",1,0
3082,"Pathetic product; stopped working barely after 3 months...!
",1,0
3023,"Not so good; poor product for quality; better take wire headphone of boat which have good quality
",1,0
3766,"No sound from left side ear plug
",1,0
3633,"Not work noise cancellation
",1,0
3627,"Not good
",1,0
3625,"The item has not been taking charging so can not comment on anything as the product is unable to power on
",1,0
3621,"Noise was coming grom the right side.. returned the product
",1,0
3064,"It worked for one month properly; that's it audio receiver quality us not good and its a waste piece now
",1,0
3615,"The right side stopped working after 4 months
",1,0
3607,"I m tired with this Bluetooth; in just two months product is not working properly..Now ; what should I do ??
",1,0
3606,"Product not good qualityProduct stopped working in a month timePlease help me for replace this product
",1,0
3579,"In 3 months one side speaker stopped working; such a delicate product by boat. I don't know can I replace it or no.
",1,0
3071,"Within 15 days of arrival right side there is no sound. It was used very carefully so no chance of damage; Not recommended to buy
",1,0
3572,"Sound brokening it is very waste product
",1,0
3074,"Ordered boat rockers productBut inside the box the product headset was another brandBad experience from last 3 orders
",1,0
3567,"i got boats different headphone instead of boAt Rockerz 255
",1,0
3077,"Zero for durability. Its been 2 months and one side is dead and battery is also dead. Overall worst product. I want my money back
",1,0
3540,"Not working automatically disconnected pls tell me help line number☹️☹️☹️☹️
",1,0
3079,"Got faulty product...have asked for replacement
",1,0
3539,"Battery and sound quality too poor.
",1,0
3646,"I had purchased it about a month ago. Very bad quality noise has fallen drastically. I am unable to hear anything
",1,0
3648,"After using a few days the boAt logo was disappear; and also braking connection when using work out & bike riding
",1,0
3653,"The left earphones stopped working after 2 weeks.
",1,0
3671,"In call sound quality : very poorBattery life : OkDurability : Ok
",1,0
3026,"After charging full it’s only working for 15 minutesI want replacement or refundPlease do not buy this product
",1,0
3755,"sound could have been better; the earpiece are too big to fit into...pains after sometime....
",1,0
3029,"Don't go for this product the right year piece stop working in 6 months.after sales services are pathetic
",1,0
3751,"Extremely poor functionality.Within 10 days of delivery;the mic of the Bluetooth stopped working.Highly disappointed!
",1,0
3741,"I don't like dis product
",1,0
3034,"Not comfortable and All time noise break and during call voice interrupted
",1,0
3035,"I have received item today. Quality of sound is very poor. No return policy.PLEASE DO NOT BUY THIS PRODUCT.
",1,0
3036,"Connectivity is very poor...... It sounds like curr currr something like short Sircuit kind of sound very bad....
",1,0
3769,"The product sent to me stopped working within 2 weeks. Don't buy it and waste your money.
",1,0
3718,"I'm already booking this product. Again mu friends wants to booking. But this is worst; and he wants to Replace
",1,0
3710,"There was no pouch and extra ear buds in the box as they have advertised on the app.
",1,0
3709,"Sound quality is not good
",1,0
3696,"Music is now stuttering while playing. Music experience was good at first. But now with this issue hopes are down 👎
",1,0
3688,"The right earplug is not working. I want to exchange the product. It suddenly stopped working without any damage
",1,0
3045,"Right side not working!!!!? 😖
",1,0
3684,"Battery life is not 6 hours playback as it showsPlease; someone; help how can I replace this product
",1,0
3677,"they are not compatible with laptops & if any issue their CS is not even ready to listen or help
",1,0
3049,"Bettary is poor. After 80 % it come to 20% within 5 minutes and become discharged. Not satisfied with product. It's waste of money
",1,0
3714,"I don't like it because after month of use it was not working;one side is working and other side is not working
",1,0
4884,"The sound comes very breaking and distorted and is not compatible when playing pubg
",1,0
4895,"Product is good but I used only 3 days and didn't charging
",1,0
4899,"Bluetooth range is only 10 steps from mobile...sound quality is not good..
",1,0
5908,"It's too small for ears. It will easily fall. It's not a sport earphones at all.If ears are small then it might suit.
",1,0
5907,"Not worth it. White colour fade away and eventually becomes grey/ black. No magnet so can’t attach both the ear speaker
",1,0
5901,"DONT BUY.. this is crap. Amazon does not refunds this item also. m stuck.  all money is for bluetooth tech ; sounds like street side earphones(trust me; i have a lot of earphones)
",1,0
5899,"extremely disappointed with the product. yeh ear plugs do not fit into the ear and keep falling off. utterly faulty ergonomic designing. didnt expect this from jbl. worst part is can’t replace it with any other product and return request will get me same product. now stuck with this faulty product.
",1,0
5892,"The earphones have literally stopped working in 4 months. The voice is no more coming even after taking care and keeping safely. Just not worth the price. JBL what are you doing with such bad quality products. The covers of the ear buds fell off in the first month itself.
",1,0
5889,"The main problem I faced is that when u r driving on a two wheeler thn it is flowing in the air it can't touched ur body in air and that's y u cant talk while driving u have to go slow to talk.  And it is paining in the year too as well as the rubber also removed after 15days of purchasing
",1,0
2460,"Bluetooth connection drops frequentely. Very cheap product.
",1,0
5881,"Sound is not bad..... Noise is goodBut the product price has been dropped off when I got deliver Rsy about 1000
",1,0
2464,"There is a ridiculous delay between when you do something on your phone and when it's sound actually reflects in the earphones it's just unusable
",1,0
5880,"Poor Quality; Read some of the reviews and ordered it but wasn’t satisfied with the quality to any extent. Will not recommend to anyone at this price.
",1,0
5876,"For JBL as a brand there is expectation of good quality product but the one I bought have got physically damaged witbin a month. Not sure if it's the original. Sound quality is not as expected. Don't go as per Rajeeth review on YouTube; it's totally different. Bluetooth connectivity is not working with good range or distance as mentioned.
",1,0
5875,"I really don't kw how people have given good feedback about this. Recently I bought this and I had to return the same. No bass; no clarity nothing.
",1,0
5874,"The product from JBL is not of good built quality. I am using it around 1 month the left side rubber got damaged it is not at al a replaceable one so you can't fix it. And right ear speaker is not working properly. I suggest all of you don't buy this product. And now ithe return window is closed so am unable to return it. Waste of money. Never ever buy this.
",1,0
5869,"The placement of the mic is too far down the cord which actually goes behind the collar and therefore my voice doesn't reach to the person on the other side. I have to bring the mic near to my mouth so that he can hear me. This actually fails the purpose of hands free since one hand gets engaged in holding the mic near to my mouth
",1,0
5862,"Low quality
",1,0
5856,"Doesn't work properly has so many bugs. Please don't buy this product. This is the most irritating Bluetooth device i have ever seen in my entire life. Please don't buy this product
",1,0
5853,"Wow amazing; i wished i had not fallen for the trap and bought a normal wired set.21 is day into daily 6 hours of listening and now they wont charge or power on; guess its a long queue of unwelcoming support folks if any!!! hope this helps your decision future buyers!!!gl
",1,0
2453,"This product is not working properly sound quality is very poor i want to replace this item in warranty period.wgat should i do.
",1,0
5912,"stopped working in 10 days and now 8 have to waste time to avail the guarantee; wound quality not soo good. if u r buying to use it in a helmet then it will be of no use.
",1,0
5914,"I have always been a JBL fan. But this is the first time I am having b such a bad experience. I am sure the product delivered to me is a fair one. Disconnect frequently. Sometimes it doesn't connect. I am returning back. Amazon please check your vendors; they are delivering fake and faulty products
",1,0
5915,"Thinking that JBL products are good purchased this sound system and with 2 months the audio quality had deteriorated. Unfortunately j don't have an option to return now
",1,0
5960,"Wrong color received;very poor qualityduplicate product receivedProduct is fake
",1,0
5957,"The earphone is not suiting my ear. It is continuously falling down on slight head movement.  This one doesn't come with any rubber beading to provide a proper fix.  Product return is not allowed. So its an absolute wastage of money.
",1,0
5956,"Worst product
",1,0
2432,"After a month of use;  it started creating problems. Switches off at 40% battery and doesn't switch on.  I have to charge it again to switch it on
",1,0
2433,"Don't buy. Really bad product. MIC stopped working within 14 days of purchase.Doesn't worth purchasing it.
",1,0
5948,"mic ( voice not clear) like robo
",1,0
5947,"It’s not even a month and the earphones stopped working. The return period is also over. Amazon should provide 30 day return option on all products..
",1,0
5944,"Left ear bud is not fitting in the ear; during the call often voice break and not audible. No soft cushions provided. Not comfortable while using. My favorite brand JBL has not met my expectations.
",1,0
5852,"First of all before buying the product; read whether the product can be returned back or its exchangable. I lost my 2000 Rs; since this product cannot be returned back. It's giving immense pain on the earside due to its shape. What's the use of sound or bass quality if I cannot use this product. Please shop intelligently; Amazon will continue to make money at your discomfort
",1,0
5943,"It did not fit into ears. Not at all comfortable to wear. Its slipping from years.
",1,0
2440,"After 2 months battery sucks.. red light not convert to blue after 3 to 4 hour charging... battery shows 60% but suddenly notification of battery low comes
",1,0
5940,"JBL Headphone is no doubt an excellent headphone but the bass as expected is not like that I use Sennheiser the bass is incredible.
",1,0
5934,"Worst product; First product received was with scratches on It and after exchange; 2nd Product’s Right earbud not functional..Amazon has degraded its quality.. Worst service by amazon this time and not at all worthy product.
",1,0
5927,"One of the best worst in jbl product ..Am not at all satisfied with this product ...battery life is okay..bulti quality is pretty good but talking while driving is the worst ...I have used many Bluetooth headphones but while driving noice erection is the worst in it ... rate (2/5)
",1,0
5924,"I don't like this product. Not having bass and sound quality as informed. Disappointed with the product.
",1,0
5922,"Don't buy these earphones guys..i don't trust jbl from now on . these earphones are fake.worst worst earphones..this one star that i have given is just for charging cable.
",1,0
5921,"As i knew about JBL Brand there is no quality sounds; No Bass; No availability of song next button no pause button given in the product. Not enough bluetooth range as other brand given.Personally i don't want to suggest any buddy to buy the product as per the product Price did not vary..
",1,0
5916,"I am having issue with this products soundIts actually fluctuatingSometimes its provide great sound as per quality but sometimes it has no baas no good vocal sound
",1,0
5942,"Not a good product.No noise cancellation.Receiver is not able to hear.  The sounds echo so much.Waste of 2kI want my money back.
",1,0
5961,"Ofter 1 month of useing not working totally.Am trying to return but return time is over.so please help me amazon
",1,0
2480,"This is waste product because microphone damage in  2 months
",1,0
5841,"veey bad Bluetooth connectivity... very bad for calling... constantly u have to take ur adjust mic near mouth otherwise ur voice will not be audible to nyone.. also very very bad for running... u cannot run while wearing this...it will constantly sweep and fall from one sides. also coz of precepatation; one side of the earphone stopped working. replaced it once; then replaced it again and finnaly returend and got a refund.please dont buy this one and waste ur tym n money
",1,0
2511,"Dint work more than a month; headphones are not charging . Hardly used for 1 hour a day
",1,0
5785,"Didn't like the product earbuds; they are not at all comfortable. Asked my few other friends to try it on; even they said not comfortable. Starts paining in the ear after 20 mins of usage; which results into massive headache.Also there's no return policy from Amazon nor JBL as well.Feels like both companies doesn't care about customer complaint.My suggestion would be to buy another model except this.
",1,0
5784,"Well sorry to say that  the sound quality is good. But its not worth buying it lacks the basic functionality of a good headphone.I want to return itThe battery life is so pathetic that it never lasts more than 3 hours. I previously owned sansung level U and i miss the 2 day battery life. Ease of use and the way it connected.This one disconnects automatically and then has to be turned off and on many times.I hate it i hate it do not buy. Instead go for Samsung level U.
",1,0
5783,"I am writing this review after using these headphones for 3months.Though JBL is a brand name but this headset has connectivity issue. I tried using them on different occasions but they failed to prove JBL as a brand. Sound is good but the start and pause button has started giving me trouble at time does work.
",1,0
5782,"Sound quality poor;  seems like a very cheap product labelled JBL; didnot expect this bad earphone for Rs. 2400. The worst of in ear also deliver better sound.Must say it is light weight and has sattisfactory battery life.Dont ever go if you are music freak and live quality sound.Sound volume is very very low; noise cancellation is not poor it is just not there. I wish there was a return option.
",1,0
5780,"Ear piece is not comfortable in ear....feel irritate and little pain....and while using games like pubg and other application microphone not working/supporting
",1,0
2519,"It has one of the worst noise cancellation functionality.. even worst it seems people around are screaming when actually they are not.
",1,0
5775,"First of all let me tell you the cons of this productCONS:--> Ergonomically poor design; the buds do not fit in ear they tend to slip off since it's metallic.--> Since it's not a in ear type and metallic; you can't keep the buds more than 30min; you start getting pain.--> Length of the cable is not as shown in the display images; it's lengthy and gets tangled.--> Button quality is not up to the mark. Ok ok--> Battery life is poor. It does not even last for 4 hours.--> Never expected JBL would do such poor engineering and did very bad ergonomic design for this product.--> Since the bud size is small I thought I could use it while riding bike with my helmet on. But as I told it's so slippery; there is no way you can use it with your helmet on. I was very disappointed with all these points.PROS:--> Sound quality is good. No complaints on that.I would definitely not suggest this product to anyone. It's up to you all.
",1,0
2521,"Not recommended.One ear sound stopped after just a week.They take forever to replace/repair them.
",1,0
5772,"The product i recieved is not even original. This is really disappointing i saw the same earphones at croma which were genuine and sound quality was way better than these. Material used for this product is awful.
",1,0
5769,"I'm not happy with this product. If you've use JBL earphones before; you won't get feel like JBL from this product. I've purchased this product in ""Rs 2399""💰 but made quality is not like the price. And important topic is; after every few minutes it'll automatically disconnect from device you connected if you get any call. Sometimes it unable to response when we've to power off the earphones. If you're reading this don't buy this product; go for another one otherwise order from JBL OFFICIAL SITE; you'll get low price also.
",1,0
5758,"It's not a good product sound is ok  .It's quality wise worst product battery very poor .I am replace this headphone three times from Samsung service center
",1,0
5755,"Worst. Don't buy girls.
",1,0
2527,"A very useful n nice product....Using since last two month ...No defect found yet ...
",1,0
5738,"Dont buy these ; customer care will easily tell u that ur wireless is out of warranty and u can't do anything.
",1,0
5735,"Received defective product. One earplug not working. Also it's not a new product . Received a used one. Don't trust amazon.  Very disappointed.
",1,0
5734,"Thankfully my earphones lasted for 11 months;just one month before the warranty expires...I did got a replacement but shocking thing is the service ppl told me many got this replaced within two months;Ur lucky...so think...if u hav waste money to spend on send it to me
",1,0
2509,"Sound quality is very low not satisfied...
",1,0
5795,"Worst blue tooth don't buy cost is touch try for 200rs those are better compare to this. No ear buds ear is paining
",1,0
5797,"I received it yesterday. But I was amazed to see the poor quality of packing done to these earphones.1. Wrapped inside a cheap polycover with some Chinese symbols printed over it.2. It was tape sealed instead of air lock.3. The seal of box was not holographic. Just a piece of tape cut from tape machine.4. Quality of material used for making body of earphones is quiet cheap.I'm don't have second thoughts to; that these earphones are not genuine JBL. They are duplicate.Kindly don't buy. You can't even get refund. They are non refundable.
",1,0
5799,"I don't know why people are rating noise cancellation for these earphones. It doesn't apply here. If you want noise cancellation earphones/headphones then you have to pay much extra bucks and buy which specifically mentions 'Noise Cancellation headphones'
",1,0
2483,"Product is good for 3 months and then the issues beginLeft side will work for somebtime and right will stop as repeatedly
",1,0
5840,"I bought them from Amazon; ans they were okay; just average sounding earphones; but after a few days; Left earpiece started giving me problem such as low sound or sometimes no sound at all. I tried resetting them but nothing worked; I tried replacing them and the window got expired; I called Harman and they informed I need to send them to Delhi so they can have a look and check them; for like 2K I had to go through so much trouble. Although the delivery was on time as expected but things get worse when customer service is not good or helpful.
",1,0
5839,"For a product thats made for mobility; this pair of earphones just is absolutely NOT made for the gym. The built quality is tacky; plasticky. Earphones are large and not in-ear so they slip out often. There's no clip or fastening mechanism to keep them attached or in-ear. Worst of all; 10 days of use in profuse sweat and moisture has killed them. The bluetooth connectivity comes on and off whenever it pleases; rendering them totally useless. Not at all worth the price.
",1,0
5834,"Until it was working; the product was great. In fact; the other two pieces of the same item I ordered for friends are working fine; but this particular piece stopped working after 2 weeks. It simply cannot be switched on. The ten-day replacement window has closed; so it is unlikely that the seller will make a replacement. Given the fairly expensive model and a reliable brand; I am extremely disappointed with the product.
",1,0
5831,"This product is just meant for music not for calls. There is lot of disturbance during the call & all the connectivity range is very poor. Not worth. My basic purpose was to take calls; but it did not served the purpose. Not a good buy.
",1,0
5830,"Useless earphone purchased it last month and with in 30 days of usage right speaker stopped working and absence of noise cancellation makes sound more horrible. Sheer wastage of money..
",1,0
5829,"I think worst Bluetooth headphones I have ever owned .It's totally incompatible with OnePlus cannot even speak on a call .Sound is okay nothing great .Battery life is bad I found it to give about 4 hours of useage.The way it fits into the ear is the worst of all .I don't recommend people buy this product.I'm on the verge of returning mine .
",1,0
5823,"One of the worst in so far I've used. Disconnects automatically. To connect it back I've to off and on sometimes. Totally disappointed.base is just enough. Battery life isn't that great to 3.5-4hrs on max usage. Can't use it for commute purposes. Maybe just gym or jogging. Little heavy on the weight side. So they'll drop pretty easily. Need to take care of that too. Totally dissatisfied. Returned the product. 🙏🏻
",1,0
5844,"the sound quality is no doubt good but the ear-pods keep slipping out of the ear.seems the design guys forgot to put the product in their ears.wastage of money... dont buy
",1,0
2492,"Runners don't buy - doesn't stick to your ear.  Sound quality is very good.
",1,0
5821,"Accepted more from JBL.not satisfied.Good to listing music. sound quality awsome for music.but not satisfied with calling. to basic product not effective . No noise calling.you not able to call on road or traffic even while you drive bike at speed of 30km with the helmet.my main purpose to take a call when I busy with other activities.totally disappointed for calling and battery performance. I need to charge two times a day.
",1,0
5820,"These pair of Headphones were supplied by Appario Retail Pvt. Ltd. Were far from original; They appeared to be of some cheap quality China plastic stuff forget the sound quality also the packing was cheap with no seal and stickers partly removed and replaced from the headphone; I was told they are not returnable so they placed a replacement order with a promise to deliver original product however this time it was much worse faded plastic colour forget metal also it does not have any magnetic effect as mentioned in the product description just fake and duplicate waste of time and money please do not buy until and unless it's genuine; The seller does not sell genuine stuff
",1,0
